source,Pubchem_CID,Melting_Point,reference,Substance_CASRN,SMILES,ConnectivitySMILES,InChI,InChIKey,IUPAC_Name
Pubchem,546,-146 °C,"
            ",4408-78-0,C(C(=O)O)P(=O)(O)O,C(C(=O)O)P(=O)(O)O,"InChI=1S/C2H5O5P/c3-2(4)1-8(5,6)7/h1H2,(H,3,4)(H2,5,6,7)",XUYJLQHKOGNDPB-UHFFFAOYSA-N,2-phosphonoacetic acid
Pubchem,547,128.5 °C,"
            ",102-32-9,C1=CC(=C(C=C1CC(=O)O)O)O,C1=CC(=C(C=C1CC(=O)O)O)O,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,"2-(3,4-dihydroxyphenyl)acetic acid"
Pubchem,564,205 °C,"
            ",60-32-2,C(CCC(=O)O)CCN,C(CCC(=O)O)CCN,"InChI=1S/C6H13NO2/c7-5-3-1-2-4-6(8)9/h1-5,7H2,(H,8,9)",SLXKOJJOQWFEFD-UHFFFAOYSA-N,6-aminohexanoic acid
Pubchem,568,189 °F,"
            ",132-64-9,C1=CC=C2C(=C1)C3=CC=CC=C3O2,C1=CC=C2C(=C1)C3=CC=CC=C3O2,InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H,TXCDCPKCNAJMEE-UHFFFAOYSA-N,dibenzofuran
Pubchem,586,255 dec °C,"
            ",57-00-1,CN(CC(=O)O)C(=N)N,CN(CC(=O)O)C(=N)N,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",CVSVTCORWBXHQV-UHFFFAOYSA-N,2-[carbamimidoyl(methyl)amino]acetic acid
Pubchem,588,303 °C,"
            ",60-27-5,CN1CC(=O)N=C1N,CN1CC(=O)N=C1N,"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)",DDRJAANPRJIHGJ-UHFFFAOYSA-N,2-amino-3-methyl-4H-imidazol-5-one
Pubchem,597,300 °C,"
            ",71-30-7,C1=C(NC(=O)N=C1)N,C1=C(NC(=O)N=C1)N,"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)",OPTASPLRGRRNAP-UHFFFAOYSA-N,6-amino-1H-pyrimidin-2-one
Pubchem,612,16.8 °C,"
            ",50-21-5,CC(C(=O)O)O,CC(C(=O)O)O,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)",JVTAAEKCZFNVCJ-UHFFFAOYSA-N,2-hydroxypropanoic acid
Pubchem,647,238 °C,"
            ",358-72-5,CC(=CCOP(=O)(O)OP(=O)(O)O)C,CC(=CCOP(=O)(O)OP(=O)(O)O)C,"InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)",CBIDRCWHNCKSTO-UHFFFAOYSA-N,3-methylbut-2-enyl phosphono hydrogen phosphate
Pubchem,649,281 °C,"
            ",504-07-4,C1CNC(=O)NC1=O,C1CNC(=O)NC1=O,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)",OIVLITBTBDPEFK-UHFFFAOYSA-N,"1,3-diazinane-2,4-dione"
Pubchem,650,27.7 °F,"
            ",431-03-8,CC(=O)C(=O)C,CC(=O)C(=O)C,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,QSJXEFYPDANLFS-UHFFFAOYSA-N,"butane-2,3-dione"
Pubchem,660,77 °F,"
            ",119-84-6,C1CC(=O)OC2=CC=CC=C21,C1CC(=O)OC2=CC=CC=C21,"InChI=1S/C9H8O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-4H,5-6H2",VMUXSMXIQBNMGZ-UHFFFAOYSA-N,"3,4-dihydrochromen-2-one"
Pubchem,670,90 °C,"
            ",96-26-4,C(C(=O)CO)O,C(C(=O)CO)O,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2",RXKJFZQQPQGTFL-UHFFFAOYSA-N,"1,3-dihydroxypropan-2-one"
Pubchem,673,185.5 °C,"
            ",1118-68-9,CN(C)CC(=O)O,CN(C)CC(=O)O,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",FFDGPVCHZBVARC-UHFFFAOYSA-N,2-(dimethylamino)acetic acid
Pubchem,674,-135 °F,"
            ",124-40-3,CNC,CNC,"InChI=1S/C2H7N/c1-3-2/h3H,1-2H3",ROSDSFDQCJNGOL-UHFFFAOYSA-N,N-methylmethanamine
Pubchem,675,205.5 °C,"
            ",582-60-5,CC1=CC2=C(C=C1C)N=CN2,CC1=CC2=C(C=C1C)N=CN2,"InChI=1S/C9H10N2/c1-6-3-8-9(4-7(6)2)11-5-10-8/h3-5H,1-2H3,(H,10,11)",LJUQGASMPRMWIW-UHFFFAOYSA-N,"5,6-dimethyl-1H-benzimidazole"
Pubchem,679,65.3 °F,"
            ",67-68-5,CS(=O)C,CS(=O)C,InChI=1S/C2H6OS/c1-4(2)3/h1-2H3,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,methylsulfinylmethane
Pubchem,681,128 °C,"
            ",51-61-6,C1=CC(=C(C=C1CCN)O)O,C1=CC(=C(C=C1CCN)O)O,"InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2",VYFYYTLLBUKUHU-UHFFFAOYSA-N,"4-(2-aminoethyl)benzene-1,2-diol"
Pubchem,700,50.5 °F,"
            ",141-43-5,C(CO)N,C(CO)N,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethanol
Pubchem,702,-173.4 °F,"
            ",64-17-5,CCO,CCO,"InChI=1S/C2H6O/c1-2-3/h3H,2H2,1H3",LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol
Pubchem,712,-134 °F,"
            ",50-00-0,C=O,C=O,InChI=1S/CH2O/c1-2/h1H2,WSFSSNUMVMOOMR-UHFFFAOYSA-N,formaldehyde
Pubchem,713,36.5 °F,"
            ",75-12-7,C(=O)N,C(=O)N,"InChI=1S/CH3NO/c2-1-3/h1H,(H2,2,3)",ZHNUHDYFZUAESO-UHFFFAOYSA-N,formamide
Pubchem,727,Varies with isomeric composition,"
            ",27154-44-5,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,"1,2,3,4,5,6-hexachlorocyclohexane"
Pubchem,743,207.5 °F,"
            ",110-94-1,C(CC(=O)O)CC(=O)O,C(CC(=O)O)CC(=O)O,"InChI=1S/C5H8O4/c6-4(7)2-1-3-5(8)9/h1-3H2,(H,6,7)(H,8,9)",JFCQEDHGNNZCLN-UHFFFAOYSA-N,pentanedioic acid
Pubchem,750,451 °F,"
            ",56-40-6,C(C(=O)O)N,C(C(=O)O)N,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N,2-aminoacetic acid
Pubchem,751,145 °C,"
            ",367-47-5,C(C(C=O)O)O,C(C(C=O)O)O,"InChI=1S/C3H6O3/c4-1-3(6)2-5/h1,3,5-6H,2H2",MNQZXJOMYWMBOU-UHFFFAOYSA-N,"2,3-dihydroxypropanal"
Pubchem,753,64 °F,"
            ",56-81-5,C(C(CO)O)O,C(C(CO)O)O,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",PEDCQBHIVMGVHV-UHFFFAOYSA-N,"propane-1,2,3-triol"
Pubchem,756,97 °C,"
            ",141-46-8,C(C=O)O,C(C=O)O,"InChI=1S/C2H4O2/c3-1-2-4/h1,4H,2H2",WGCNASOHLSPBMP-UHFFFAOYSA-N,2-hydroxyacetaldehyde
Pubchem,757,79.5 °C,"
            ",79-14-1,C(C(=O)O)O,C(C(=O)O)O,"InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)",AEMRFAOFKBGASW-UHFFFAOYSA-N,2-hydroxyacetic acid
Pubchem,760,98 °C,"
            ",298-12-4,C(=O)C(=O)O,C(=O)C(=O)O,"InChI=1S/C2H2O3/c3-1-2(4)5/h1H,(H,4,5)",HHLFWLYXYJOTON-UHFFFAOYSA-N,oxaldehydic acid
Pubchem,767,720 °C,"
            ",463-79-6,C(=O)(O)O,C(=O)(O)O,"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)",BVKZGUZCCUSVTD-UHFFFAOYSA-N,carbonic acid
Pubchem,768,7 °F,"
            ",74-90-8,C#N,C#N,InChI=1S/CHN/c1-2/h1H,LELOWRISYMNNSU-UHFFFAOYSA-N,formonitrile
Pubchem,774,139 °C (phosphate salt),"
            ",51-45-6,C1=C(NC=N1)CCN,C1=C(NC=N1)CCN,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)",NTYJJOPFIAHURM-UHFFFAOYSA-N,2-(1H-imidazol-5-yl)ethanamine
Pubchem,777,198 °C,"
            ",73-67-6,CC1=NC=C(C(=N1)N)CO,CC1=NC=C(C(=N1)N)CO,"InChI=1S/C6H9N3O/c1-4-8-2-5(3-10)6(7)9-4/h2,10H,3H2,1H3,(H2,7,8,9)",VUTBELPREDJDDH-UHFFFAOYSA-N,(4-amino-2-methylpyrimidin-5-yl)methanol
Pubchem,780,153 °C,"
            ",451-13-8,C1=CC(=C(C=C1O)CC(=O)O)O,C1=CC(=C(C=C1O)CC(=O)O)O,"InChI=1S/C8H8O4/c9-6-1-2-7(10)5(3-6)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)",IGMNYECMUMZDDF-UHFFFAOYSA-N,"2-(2,5-dihydroxyphenyl)acetic acid"
Pubchem,781,5Â °C,"
            ",463-56-9,C(#N)S,C(#N)S,InChI=1S/CHNS/c2-1-3/h3H,ZMZDMBWJUHKJPS-UHFFFAOYSA-N,thiocyanic acid
Pubchem,783,-434 °F,"
            ",1333-74-0,[HH],[HH],InChI=1S/H2/h1H,UFHFLCQGNIYNRP-UHFFFAOYSA-N,molecular hydrogen
Pubchem,784,31.3 °F,"
            ",7722-84-1,OO,OO,InChI=1S/H2O2/c1-2/h1-2H,MHAJPDPJQMAIIY-UHFFFAOYSA-N,hydrogen peroxide
Pubchem,785,340 °F,"
            ",123-31-9,C1=CC(=CC=C1O)O,C1=CC(=CC=C1O)O,"InChI=1S/C6H6O2/c7-5-1-2-6(8)4-3-5/h1-4,7-8H",QIGBRXMKCJKVMJ-UHFFFAOYSA-N,"benzene-1,4-diol"
Pubchem,787,91.49 °F,"
            ",7803-49-8,NO,NO,"InChI=1S/H3NO/c1-2/h2H,1H2",AVXURJPOCDRRFD-UHFFFAOYSA-N,hydroxylamine
Pubchem,791,275 °C,"
            ",443-79-8,CCC(C)C(C(=O)O)N,CCC(C)C(C(=O)O)N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)",AGPKZVBTJJNPAG-UHFFFAOYSA-N,2-amino-3-methylpentanoic acid
Pubchem,795,90.5 °C,"
            ",288-32-4,C1=CN=CN1,C1=CN=CN1,"InChI=1S/C3H4N2/c1-2-5-3-4-1/h1-3H,(H,4,5)",RAXXELZNTBOGNW-UHFFFAOYSA-N,1H-imidazole
Pubchem,798,52.5 °C,"
            ",120-72-9,C1=CC=C2C(=C1)C=CN2,C1=CC=C2C(=C1)C=CN2,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",SIKJAQJRHWYJAI-UHFFFAOYSA-N,1H-indole
Pubchem,802,168.5 °C,"
            ",87-51-4,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,C1=CC=C2C(=C1)C(=CN2)CC(=O)O,"InChI=1S/C10H9NO2/c12-10(13)5-7-6-11-9-4-2-1-3-8(7)9/h1-4,6,11H,5H2,(H,12,13)",SEOVTRFCIGRIMH-UHFFFAOYSA-N,2-(1H-indol-3-yl)acetic acid
Pubchem,807,236 °F,"
            ",7553-56-2,II,II,InChI=1S/I2/c1-2,PNDPGZBMCMUPRI-UHFFFAOYSA-N,molecular iodine
Pubchem,811,-164 °C,"
            ",97-65-4,C=C(CC(=O)O)C(=O)O,C=C(CC(=O)O)C(=O)O,"InChI=1S/C5H6O4/c1-3(5(8)9)2-4(6)7/h1-2H2,(H,6,7)(H,8,9)",LVHBHZANLOWSRM-UHFFFAOYSA-N,2-methylidenebutanedioic acid
Pubchem,813,1067 °C (potassium sulfate),"
            ",24203-36-9,[K+],[K+],InChI=1S/K/q+1,NPYPAHLBTDXSSS-UHFFFAOYSA-N,potassium(1+)
Pubchem,836,270 °C,"
            ",63-84-3,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,C1=CC(=C(C=C1CC(C(=O)O)N)O)O,"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)",WTDRDQBEARUVNC-UHFFFAOYSA-N,"2-amino-3-(3,4-dihydroxyphenyl)propanoic acid"
Pubchem,838,414 °F,"
            ",329-65-7,CNCC(C1=CC(=C(C=C1)O)O)O,CNCC(C1=CC(=C(C=C1)O)O)O,"InChI=1S/C9H13NO3/c1-10-5-9(13)6-2-3-7(11)8(12)4-6/h2-4,9-13H,5H2,1H3",UCTWMZQNUQWSLP-UHFFFAOYSA-N,"4-[1-hydroxy-2-(methylamino)ethyl]benzene-1,2-diol"
Pubchem,849,264 °C,"
            ",535-75-1,C1CCNC(C1)C(=O)O,C1CCNC(C1)C(=O)O,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)",HXEACLLIILLPRG-UHFFFAOYSA-N,piperidine-2-carboxylic acid
Pubchem,863,129.0 °C,"
            ",940-69-2,C1CSSC1CCCCC(=O)N,C1CSSC1CCCCC(=O)N,"InChI=1S/C8H15NOS2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H2,9,10)",FCCDDURTIIUXBY-UHFFFAOYSA-N,5-(dithiolan-3-yl)pentanamide
Pubchem,864,60.5 °C,"
            ",1077-28-7,C1CSSC1CCCCC(=O)O,C1CSSC1CCCCC(=O)O,"InChI=1S/C8H14O2S2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H,9,10)",AGBQKNBQESQNJD-UHFFFAOYSA-N,5-(dithiolan-3-yl)pentanoic acid
Pubchem,867,276.1 °F,"
            ",141-82-2,C(C(=O)O)C(=O)O,C(C(=O)O)C(=O)O,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)",OFOBLEOULBTSOW-UHFFFAOYSA-N,propanedioic acid
Pubchem,873,83 °C,"
            ",495-78-3,C1=CC=C(C(=C1)CCC(=O)O)O,C1=CC=C(C(=C1)CCC(=O)O)O,"InChI=1S/C9H10O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-4,10H,5-6H2,(H,11,12)",CJBDUOMQLFKVQC-UHFFFAOYSA-N,3-(2-hydroxyphenyl)propanoic acid
Pubchem,876,281 °C,"
            ",59-51-8,CSCCC(C(=O)O)N,CSCCC(C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)",FFEARJCKVFRZRR-UHFFFAOYSA-N,2-amino-4-methylsulfanylbutanoic acid
Pubchem,878,-189.4 °F,"
            ",74-93-1,CS,CS,"InChI=1S/CH4S/c1-2/h2H,1H3",LSDPWZHWYPCBBB-UHFFFAOYSA-N,methanethiol
Pubchem,880,25 °C,"
            ",78-98-8,CC(=O)C=O,CC(=O)C=O,"InChI=1S/C3H4O2/c1-3(5)2-4/h2H,1H3",AIJULSRZWUXGPQ-UHFFFAOYSA-N,2-oxopropanal
Pubchem,887,-144 °F,"
            ",67-56-1,CO,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol
Pubchem,888,651 °C,"
            ",22537-22-0,[Mg+2],[Mg+2],InChI=1S/Mg/q+2,JLVVSXFLKOJNIY-UHFFFAOYSA-N,magnesium(2+)
Pubchem,896,117 °C,"
            ",73-31-4,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,"InChI=1S/C13H16N2O2/c1-9(16)14-6-5-10-8-15-13-4-3-11(17-2)7-12(10)13/h3-4,7-8,15H,5-6H2,1-2H3,(H,14,16)",DRLFMBDRBRZALE-UHFFFAOYSA-N,N-[2-(5-methoxy-1H-indol-3-yl)ethyl]acetamide
Pubchem,904,237.7 °F,"
            ",103-84-4,CC(=O)NC1=CC=CC=C1,CC(=O)NC1=CC=CC=C1,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",FZERHIULMFGESH-UHFFFAOYSA-N,N-phenylacetamide
Pubchem,913,76 °C,"
            ",68579-60-2,CNCC(C1=CC=CC=C1)O,CNCC(C1=CC=CC=C1)O,"InChI=1S/C9H13NO/c1-10-7-9(11)8-5-3-2-4-6-8/h2-6,9-11H,7H2,1H3",ZCTYHONEGJTYQV-UHFFFAOYSA-N,2-(methylamino)-1-phenylethanol
Pubchem,923,97.82 °C,"
            ",17341-25-2,[Na+],[Na+],InChI=1S/Na/q+1,FKNQFGJONOIPTF-UHFFFAOYSA-N,sodium(1+)
Pubchem,931,176.4 °F,"
            ",91-20-3,C1=CC=C2C=CC=CC2=C1,C1=CC=C2C=CC=CC2=C1,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,naphthalene
Pubchem,934,1455 °C,"
            ",14701-22-5,[Ni+2],[Ni+2],InChI=1S/Ni/q+2,VEQPNABPJHWNSG-UHFFFAOYSA-N,nickel(2+)
Pubchem,935,2831 °F,"
            ",7440-02-0,[Ni],[Ni],InChI=1S/Ni,PXHVJJICTQNCMI-UHFFFAOYSA-N,nickel
Pubchem,936,268 °F,"
            ",98-92-0,C1=CC(=CN=C1)C(=O)N,C1=CC(=CN=C1)C(=O)N,"InChI=1S/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)",DFPAKSUCGFBDDF-UHFFFAOYSA-N,pyridine-3-carboxamide
Pubchem,938,457 °F,"
            ",59-67-6,C1=CC(=CN=C1)C(=O)O,C1=CC(=CN=C1)C(=O)O,"InChI=1S/C6H5NO2/c8-6(9)5-2-1-3-7-4-5/h1-4H,(H,8,9)",PVNIIMVLHYAWGP-UHFFFAOYSA-N,pyridine-3-carboxylic acid
Pubchem,944,-44 °F,"
            ",7697-37-2,[N+](=O)(O)[O-],[N+](=O)(O)[O-],"InChI=1S/HNO3/c2-1(3)4/h(H,2,3,4)",GRYLNZFGIOXLOG-UHFFFAOYSA-N,nitric acid
Pubchem,947,-354 °F,"
            ",7727-37-9,N#N,N#N,InChI=1S/N2/c1-2,IJGRMHOSHXDMSA-UHFFFAOYSA-N,molecular nitrogen
Pubchem,948,-131.5 °F,"
            ",10024-97-2,[N-]=[N+]=O,[N-]=[N+]=O,InChI=1S/N2O/c1-2-3,GQPLMRYTRLFLPF-UHFFFAOYSA-N,nitrous oxide
Pubchem,949,36.4 °F,"
            ",121-69-7,CN(C)C1=CC=CC=C1,CN(C)C1=CC=CC=C1,"InChI=1S/C8H11N/c1-9(2)8-6-4-3-5-7-8/h3-7H,1-2H3",JLTDJTHDQAWBAV-UHFFFAOYSA-N,"N,N-dimethylaniline"
Pubchem,957,5 °F,"
            ",111-87-5,CCCCCCCCO,CCCCCCCCO,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol
Pubchem,962,32 °F,"
            ",7732-18-5,O,O,InChI=1S/H2O/h1H2,XLYOFNOQVPJJNP-UHFFFAOYSA-N,oxidane
Pubchem,967,655 °F,"
            ",65-86-1,C1=C(NC(=O)NC1=O)C(=O)O,C1=C(NC(=O)NC1=O)C(=O)O,"InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)",PXQPEWDEAKTCGB-UHFFFAOYSA-N,"2,4-dioxo-1H-pyrimidine-6-carboxylic acid"
Pubchem,970,161 °C,"
            ",328-42-7,C(C(=O)C(=O)O)C(=O)O,C(C(=O)C(=O)O)C(=O)O,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)",KHPXUQMNIQBQEV-UHFFFAOYSA-N,2-oxobutanedioic acid
Pubchem,971,372 °F,"
            ",144-62-7,C(=O)(C(=O)O)O,C(=O)(C(=O)O)O,"InChI=1S/C2H2O4/c3-1(4)2(5)6/h(H,3,4)(H,5,6)",MUBZPKHOEPUJKR-UHFFFAOYSA-N,oxalic acid
Pubchem,974,210 dec °C,"
            ",471-47-6,C(=O)(C(=O)O)N,C(=O)(C(=O)O)N,"InChI=1S/C2H3NO3/c3-1(4)2(5)6/h(H2,3,4)(H,5,6)",SOWBFZRMHSNYGE-UHFFFAOYSA-N,oxamic acid
Pubchem,977,-361 °F,"
            ",7782-44-7,O=O,O=O,InChI=1S/O2/c1-2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,molecular oxygen
Pubchem,978,372 °F,"
            ",150-13-0,C1=CC(=CC=C1C(=O)O)N,C1=CC(=CC=C1C(=O)O)N,"InChI=1S/C7H7NO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,8H2,(H,9,10)",ALYNCZNDIQEVRV-UHFFFAOYSA-N,4-aminobenzoic acid
Pubchem,979,220 °C,"
            ",156-39-8,C1=CC(=CC=C1CC(=O)C(=O)O)O,C1=CC(=CC=C1CC(=O)C(=O)O)O,"InChI=1S/C9H8O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,10H,5H2,(H,12,13)",KKADPXVIOXHVKN-UHFFFAOYSA-N,3-(4-hydroxyphenyl)-2-oxopropanoic acid
Pubchem,980,239 °F,"
            ",100-02-7,C1=CC(=CC=C1[N+](=O)[O-])O,C1=CC(=CC=C1[N+](=O)[O-])O,"InChI=1S/C6H5NO3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H",BTJIUGUIPKRLHP-UHFFFAOYSA-N,4-nitrophenol
Pubchem,984,35 °C,"
            ",629-80-1,CCCCCCCCCCCCCCCC=O,CCCCCCCCCCCCCCCC=O,"InChI=1S/C16H32O/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h16H,2-15H2,1H3",NIOYUNMRJMEDGI-UHFFFAOYSA-N,hexadecanal
Pubchem,985,61.8 °C,"
            ",57-10-3,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCCCCCC(=O)O,"InChI=1S/C16H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-15H2,1H3,(H,17,18)",IPCSVZSSVZVIGE-UHFFFAOYSA-N,hexadecanoic acid
Pubchem,991,43 °F,"
            ",56-38-2,CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],CCOP(=S)(OCC)OC1=CC=C(C=C1)[N+](=O)[O-],"InChI=1S/C10H14NO5PS/c1-3-14-17(18,15-4-2)16-10-7-5-9(6-8-10)11(12)13/h5-8H,3-4H2,1-2H3",LCCNCVORNKJIRZ-UHFFFAOYSA-N,diethoxy-(4-nitrophenoxy)-sulfanylidene-lambda5-phosphane
Pubchem,992,376 °F,"
            ",87-86-5,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N,"2,3,4,5,6-pentachlorophenol"
Pubchem,995,212 °F,"
            ",85-01-8,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,C1=CC=C2C(=C1)C=CC3=CC=CC=C32,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,YNPNZTXNASCQKK-UHFFFAOYSA-N,phenanthrene
Pubchem,996,109 °F,"
            ",108-95-2,C1=CC=C(C=C1)O,C1=CC=C(C=C1)O,"InChI=1S/C6H6O/c7-6-4-2-1-3-5-6/h1-5,7H",ISWSIDIOOBJBQZ-UHFFFAOYSA-N,phenol
Pubchem,997,154 °C,"
            ",156-06-9,C1=CC=C(C=C1)CC(=O)C(=O)O,C1=CC=C(C=C1)CC(=O)C(=O)O,"InChI=1S/C9H8O3/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,11,12)",BTNMPGBKDVTSJY-UHFFFAOYSA-N,2-oxo-3-phenylpropanoic acid
Pubchem,998,33.5 °C,"
            ",122-78-1,C1=CC=C(C=C1)CC=O,C1=CC=C(C=C1)CC=O,"InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2",DTUQWGWMVIHBKE-UHFFFAOYSA-N,2-phenylacetaldehyde
Pubchem,999,76.7 °C,"
            ",103-82-2,C1=CC=C(C=C1)CC(=O)O,C1=CC=C(C=C1)CC(=O)O,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",WLJVXDMOQOGPHL-UHFFFAOYSA-N,2-phenylacetic acid
Pubchem,1000,56.5 °C,"
            ",7568-93-6,C1=CC=C(C=C1)C(CN)O,C1=CC=C(C=C1)C(CN)O,"InChI=1S/C8H11NO/c9-6-8(10)7-4-2-1-3-5-7/h1-5,8,10H,6,9H2",ULSIYEODSMZIPX-UHFFFAOYSA-N,2-amino-1-phenylethanol
Pubchem,1001,-60 °C,"
            ",64-04-0,C1=CC=C(C=C1)CCN,C1=CC=C(C=C1)CCN,"InChI=1S/C8H11N/c9-7-6-8-4-2-1-3-5-8/h1-5H,6-7,9H2",BHHGXPLMPWCGHP-UHFFFAOYSA-N,2-phenylethanamine
Pubchem,1004,108 °F,"
            ",7664-38-2,OP(=O)(O)O,OP(=O)(O)O,"InChI=1S/H3O4P/c1-5(2,3)4/h(H3,1,2,3,4)",NBIIXXVUZAFLBC-UHFFFAOYSA-N,phosphoric acid
Pubchem,1015,-243 °C,"
            ",1071-23-4,C(COP(=O)(O)O)N,C(COP(=O)(O)O)N,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)",SUHOOTKUPISOBE-UHFFFAOYSA-N,2-aminoethyl dihydrogen phosphate
Pubchem,1017,412 °F,"
            ",88-99-3,C1=CC=C(C(=C1)C(=O)O)C(=O)O,C1=CC=C(C(=C1)C(=O)O)C(=O)O,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",XNGIFLGASWRNHJ-UHFFFAOYSA-N,phthalic acid
